timestamp,satellite_id,battery_level_pct,temperature_c,signal_strength_dbm,power_consumption_w
2026-07-10T14:46:36.001961,SAT-001,67.59,-17.95,-49.19,123.9
2026-07-10T15:01:36.001961,SAT-001,67.88,-21.06,-41.03,218.38
2026-07-10T15:16:36.001961,SAT-001,68.62,-21.53,-62.24,107.01
2026-07-10T15:31:36.001961,SAT-001,67.53,-24.39,-50.15,185.59
2026-07-10T15:46:36.001961,SAT-001,68.06,-27.6,-51.08,292.1
2026-07-10T16:01:36.001961,SAT-001,66.19,-30.09,-50.79,409.09
2026-07-10T16:16:36.001961,SAT-001,67.64,-30.02,-46.95,319.95
2026-07-10T16:31:36.001961,SAT-001,67.36,-31.22,-44.19,205.97
2026-07-10T16:46:36.001961,SAT-001,67.28,-30.73,-58.19,352.54
2026-07-10T17:01:36.001961,SAT-001,66.33,-32.81,-41.25,314.28
2026-07-10T17:16:36.001961,SAT-001,66.28,-35.19,-40.0,253.73
2026-07-10T17:31:36.001961,SAT-001,66.77,-39.48,-62.33,208.78
2026-07-10T17:46:36.001961,SAT-001,66.52,-43.55,-42.75,292.26
2026-07-10T18:01:36.001961,SAT-001,67.5,-42.12,-41.11,449.62
2026-07-10T18:16:36.001961,SAT-001,67.58,-38.96,-44.97,299.18
2026-07-10T18:31:36.001961,SAT-001,67.72,-36.83,-45.94,419.61
2026-07-10T18:46:36.001961,SAT-001,66.66,-32.81,-43.12,346.97
2026-07-10T19:01:36.001961,SAT-001,65.05,-31.82,-40.0,317.64
2026-07-10T19:16:36.001961,SAT-001,63.72,-32.11,-50.26,155.36
2026-07-10T19:31:36.001961,SAT-001,64.44,-34.68,-48.37,202.49
2026-07-10T19:46:36.001961,SAT-001,63.15,-31.79,-51.63,103.79
2026-07-10T20:01:36.001961,SAT-001,63.31,-32.3,-46.49,484.37
2026-07-10T20:16:36.001961,SAT-001,63.02,-35.59,-54.66,165.84
2026-07-10T20:31:36.001961,SAT-001,62.97,-39.29,-53.03,334.26
2026-07-10T20:46:36.001961,SAT-001,61.04,-40.03,-46.58,206.15
2026-07-10T21:01:36.001961,SAT-001,60.9,-44.49,-49.54,222.86
2026-07-10T21:16:36.001961,SAT-001,62.01,-47.45,-56.1,429.39
2026-07-10T21:31:36.001961,SAT-001,60.57,-46.55,-54.4,248.53
2026-07-10T21:46:36.001961,SAT-001,60.71,-43.75,-44.39,459.53
2026-07-10T22:01:36.001961,SAT-001,59.56,-44.98,-45.3,143.44
2026-07-10T22:16:36.001961,SAT-001,59.76,-47.24,-55.17,274.38
2026-07-10T22:31:36.001961,SAT-001,59.58,-49.83,-55.74,167.03
2026-07-10T22:46:36.001961,SAT-001,57.87,-46.09,-51.51,142.08
2026-07-10T23:01:36.001961,SAT-001,57.48,-44.28,-56.99,216.23
2026-07-10T23:16:36.001961,SAT-001,55.62,-42.88,-48.13,273.43
2026-07-10T23:31:36.001961,SAT-001,55.11,-38.23,-56.5,234.52
2026-07-10T23:46:36.001961,SAT-001,56.13,-40.64,-49.36,192.12
2026-07-11T00:01:36.001961,SAT-001,54.7,-42.53,-42.76,498.86
2026-07-11T00:16:36.001961,SAT-001,52.92,-41.6,-57.67,298.52
2026-07-11T00:31:36.001961,SAT-001,52.71,-38.82,-49.37,135.22
2026-07-11T00:46:36.001961,SAT-001,51.67,-34.41,-49.93,452.01
2026-07-11T01:01:36.001961,SAT-001,50.32,-38.06,-41.36,227.03
2026-07-11T01:16:36.001961,SAT-001,51.64,-40.75,-44.65,211.69
2026-07-11T01:31:36.001961,SAT-001,50.71,-41.0,-54.0,304.8
2026-07-11T01:46:36.001961,SAT-001,49.51,-41.56,-52.57,271.33
2026-07-11T02:01:36.001961,SAT-001,48.96,-37.16,-55.25,220.67
2026-07-11T02:16:36.001961,SAT-001,47.53,-40.92,-52.36,208.92
2026-07-11T02:31:36.001961,SAT-001,46.98,-39.35,-54.9,259.46
2026-07-11T02:46:36.001961,SAT-001,45.32,-43.8,-53.47,398.53
2026-07-11T03:01:36.001961,SAT-001,45.68,-40.01,-49.68,222.26
2026-07-11T03:16:36.001961,SAT-001,46.64,-38.15,-53.92,235.11
2026-07-11T03:31:36.001961,SAT-001,45.25,-42.6,-46.11,142.83
2026-07-11T03:46:36.001961,SAT-001,43.43,-41.75,-43.51,250.96
2026-07-11T04:01:36.001961,SAT-001,41.43,-43.26,-58.41,305.2
2026-07-11T04:16:36.001961,SAT-001,41.53,-39.1,-50.0,409.96
2026-07-11T04:31:36.001961,SAT-001,39.82,-35.21,-52.31,303.73
2026-07-11T04:46:36.001961,SAT-001,38.12,-34.71,-51.59,179.07
2026-07-11T05:01:36.001961,SAT-001,38.96,-30.35,-54.13,330.31
2026-07-11T05:16:36.001961,SAT-001,37.51,-32.37,-52.95,455.08
2026-07-11T05:31:36.001961,SAT-001,38.25,-31.76,-51.36,207.84
2026-07-11T05:46:36.001961,SAT-001,38.3,-36.68,-48.26,325.08
2026-07-11T06:01:36.001961,SAT-001,37.82,-35.03,-49.71,283.45
2026-07-11T06:16:36.001961,SAT-001,38.45,-34.58,-41.82,246.92
2026-07-11T06:31:36.001961,SAT-001,38.03,-36.98,-46.52,316.95
2026-07-11T06:46:36.001961,SAT-001,36.72,-34.37,-52.48,295.12
2026-07-11T07:01:36.001961,SAT-001,37.63,-37.13,-53.02,155.53
2026-07-11T07:16:36.001961,SAT-001,38.68,-41.48,-40.0,146.71
2026-07-11T07:31:36.001961,SAT-001,37.64,-38.46,-40.0,376.33
2026-07-11T07:46:36.001961,SAT-001,38.08,-35.26,-51.06,280.04
2026-07-11T08:01:36.001961,SAT-001,36.76,-34.51,-51.75,266.99
2026-07-11T08:16:36.001961,SAT-001,37.31,-37.87,-57.79,208.81
2026-07-11T08:31:36.001961,SAT-001,35.77,-41.57,-47.68,481.91
2026-07-11T08:46:36.001961,SAT-001,34.43,-40.99,-53.27,163.56
2026-07-11T09:01:36.001961,SAT-001,34.95,-39.62,-42.98,279.01
2026-07-11T09:16:36.001961,SAT-001,34.77,-41.5,-48.83,465.33
2026-07-11T09:31:36.001961,SAT-001,33.36,-38.36,-65.29,301.98
2026-07-11T09:46:36.001961,SAT-001,34.18,-37.64,-56.91,201.87
2026-07-11T10:01:36.001961,SAT-001,32.86,-38.62,-53.26,298.46
2026-07-11T10:16:36.001961,SAT-001,32.53,-40.0,-40.0,159.13
2026-07-11T10:31:36.001961,SAT-001,30.87,-38.54,-58.78,222.86
2026-07-11T10:46:36.001961,SAT-001,31.41,-37.51,-61.87,326.35
2026-07-11T11:01:36.001961,SAT-001,30.69,-38.09,-41.58,382.94
2026-07-11T11:16:36.001961,SAT-001,30.86,-40.79,-44.19,284.88
2026-07-11T11:31:36.001961,SAT-001,31.09,-43.04,-40.0,417.0
2026-07-11T11:46:36.001961,SAT-001,30.24,-39.8,-49.49,446.87
2026-07-11T12:01:36.001961,SAT-001,30.3,-35.18,-43.38,285.57
2026-07-11T12:16:36.001961,SAT-001,30.23,-30.71,-49.05,421.45
2026-07-11T12:31:36.001961,SAT-001,30.66,-29.52,-40.0,455.82
2026-07-11T12:46:36.001961,SAT-001,31.3,-32.3,-58.52,208.68
2026-07-11T13:01:36.001961,SAT-001,30.32,-30.98,-49.26,180.39
2026-07-11T13:16:36.001961,SAT-001,28.39,-33.73,-48.38,135.69
2026-07-11T13:31:36.001961,SAT-001,29.18,-37.02,-40.39,479.29
2026-07-11T13:46:36.001961,SAT-001,29.23,-37.39,-42.42,313.09
2026-07-11T14:01:36.001961,SAT-001,28.42,-35.81,-49.61,369.25
2026-07-11T14:16:36.001961,SAT-001,27.81,-34.01,-41.95,348.61
2026-07-11T14:31:36.001961,SAT-001,29.16,-34.72,-50.4,204.31
2026-07-11T14:46:36.001961,SAT-001,28.36,-30.36,-51.41,477.66
2026-07-11T15:01:36.001961,SAT-001,29.07,-26.99,-43.54,205.08
2026-07-11T15:16:36.001961,SAT-001,27.6,-23.36,-41.83,483.15
2026-07-11T15:31:36.001961,SAT-001,28.59,-24.17,-46.33,139.78
2026-07-11T15:46:36.001961,SAT-001,29.4,-27.96,-49.22,298.21
2026-07-11T16:01:36.001961,SAT-001,30.41,-23.98,-55.24,474.66
2026-07-11T16:16:36.001961,SAT-001,31.88,-23.66,-49.09,124.49
2026-07-11T16:31:36.001961,SAT-001,32.47,-23.59,-53.16,359.46
2026-07-11T16:46:36.001961,SAT-001,33.34,-24.96,-51.48,165.72
2026-07-11T17:01:36.001961,SAT-001,33.55,-23.71,-49.65,208.95
2026-07-11T17:16:36.001961,SAT-001,34.12,-19.92,-53.97,133.65
2026-07-11T17:31:36.001961,SAT-001,34.29,-23.51,-49.18,300.9
2026-07-11T17:46:36.001961,SAT-001,34.48,-25.34,-56.87,444.66
2026-07-11T18:01:36.001961,SAT-001,33.75,-29.48,-43.94,489.36
2026-07-11T18:16:36.001961,SAT-001,33.94,-27.59,-42.65,119.16
2026-07-11T18:31:36.001961,SAT-001,33.3,-30.3,-53.5,174.89
2026-07-11T18:46:36.001961,SAT-001,32.15,-35.29,-42.64,265.35
2026-07-11T19:01:36.001961,SAT-001,30.59,-34.05,-46.43,367.5
2026-07-11T19:16:36.001961,SAT-001,30.08,-32.47,-45.94,394.45
2026-07-11T19:31:36.001961,SAT-001,29.09,-34.78,-53.45,282.49
2026-07-11T19:46:36.001961,SAT-001,30.28,-36.73,-41.23,333.96
2026-07-11T20:01:36.001961,SAT-001,28.76,-40.12,-42.52,401.87
2026-07-11T20:16:36.001961,SAT-001,26.95,-42.14,-40.0,414.72
2026-07-11T20:31:36.001961,SAT-001,27.6,-37.83,-45.88,369.85
2026-07-11T20:46:36.001961,SAT-001,26.35,-35.92,-50.56,335.97
2026-07-11T21:01:36.001961,SAT-001,24.8,-36.55,-49.27,385.0
2026-07-11T21:16:36.001961,SAT-001,23.29,-37.1,-49.03,133.86
2026-07-11T21:31:36.001961,SAT-001,23.9,-32.88,-45.14,268.76
2026-07-11T21:46:36.001961,SAT-001,24.92,-29.31,-40.0,311.67
2026-07-11T22:01:36.001961,SAT-001,23.96,-27.89,-60.7,220.29
2026-07-11T22:16:36.001961,SAT-001,24.22,-26.6,-47.23,480.92
2026-07-11T22:31:36.001961,SAT-001,25.6,-30.7,-52.7,334.96
2026-07-11T22:46:36.001961,SAT-001,25.82,-29.92,-53.48,466.36
2026-07-11T23:01:36.001961,SAT-001,27.15,-32.58,-52.13,165.3
2026-07-11T23:16:36.001961,SAT-001,27.63,-35.39,-51.58,288.57
2026-07-11T23:31:36.001961,SAT-001,26.41,-36.58,-53.13,286.11
2026-07-11T23:46:36.001961,SAT-001,27.11,-33.62,-52.76,328.28
2026-07-12T00:01:36.001961,SAT-001,26.06,-36.1,-49.31,173.47
2026-07-12T00:16:36.001961,SAT-001,26.82,-33.34,-51.18,118.8
2026-07-12T00:31:36.001961,SAT-001,24.83,-29.22,-54.75,129.35
2026-07-12T00:46:36.001961,SAT-001,23.53,-26.55,-40.0,120.3
2026-07-12T01:01:36.001961,SAT-001,23.19,-25.81,-46.16,254.12
2026-07-12T01:16:36.001961,SAT-001,22.7,-21.57,-55.53,140.51
2026-07-12T01:31:36.001961,SAT-001,21.74,-18.9,-53.29,452.05
2026-07-12T01:46:36.001961,SAT-001,22.4,-15.51,-41.7,186.11
2026-07-12T02:01:36.001961,SAT-001,21.42,-18.32,-46.77,254.63
2026-07-12T02:16:36.001961,SAT-001,19.96,-21.27,-44.37,290.09
2026-07-12T02:31:36.001961,SAT-001,18.95,-17.5,-54.65,287.44
2026-07-12T02:46:36.001961,SAT-001,20.41,-16.2,-56.94,316.05
2026-07-12T03:01:36.001961,SAT-001,19.66,-13.49,-49.06,375.34
2026-07-12T03:16:36.001961,SAT-001,18.93,-17.86,-56.06,400.24
2026-07-12T03:31:36.001961,SAT-001,20.04,-19.68,-51.62,381.77
2026-07-12T03:46:36.001961,SAT-001,19.52,-18.04,-53.56,355.53
2026-07-12T04:01:36.001961,SAT-001,19.23,-17.12,-49.24,180.94
2026-07-12T04:16:36.001961,SAT-001,18.68,-12.5,-56.99,252.46
2026-07-12T04:31:36.001961,SAT-001,19.92,-12.23,-55.88,342.05
2026-07-12T04:46:36.001961,SAT-001,20.02,-15.08,-51.83,291.01
2026-07-12T05:01:36.001961,SAT-001,18.29,-16.57,-50.78,239.77
2026-07-12T05:16:36.001961,SAT-001,17.21,-20.72,-46.83,156.25
2026-07-12T05:31:36.001961,SAT-001,16.51,-19.48,-53.15,399.96
2026-07-12T05:46:36.001961,SAT-001,17.87,-17.92,-40.0,331.36
2026-07-12T06:01:36.001961,SAT-001,18.87,-16.0,-59.33,125.63
2026-07-12T06:16:36.001961,SAT-001,19.2,-17.1,-50.64,131.5
2026-07-12T06:31:36.001961,SAT-001,20.21,-12.81,-52.13,297.39
2026-07-12T06:46:36.001961,SAT-001,20.58,-17.12,-53.31,152.95
2026-07-12T07:01:36.001961,SAT-001,19.98,-17.63,-40.0,261.21
2026-07-12T07:16:36.001961,SAT-001,20.42,-16.89,-50.95,446.88
2026-07-12T07:31:36.001961,SAT-001,20.63,-21.55,-40.0,486.73
2026-07-12T07:46:36.001961,SAT-001,19.39,-25.55,-55.31,269.84
2026-07-12T08:01:36.001961,SAT-001,18.95,-28.0,-47.35,454.51
2026-07-12T08:16:36.001961,SAT-001,20.19,-27.24,-53.46,430.97
2026-07-12T08:31:36.001961,SAT-001,19.24,-28.05,-55.45,285.45
2026-07-12T08:46:36.001961,SAT-001,19.2,-30.29,-50.89,131.99
2026-07-12T09:01:36.001961,SAT-001,20.31,-34.42,-41.47,155.17
2026-07-12T09:16:36.001961,SAT-001,20.48,-36.72,-42.14,240.51
2026-07-12T09:31:36.001961,SAT-001,19.42,-38.47,-50.71,303.92
2026-07-12T09:46:36.001961,SAT-001,17.56,-35.35,-43.19,133.77
2026-07-12T10:01:36.001961,SAT-001,16.6,-37.51,-45.9,307.44
2026-07-12T10:16:36.001961,SAT-001,15.43,-38.49,-40.0,418.14
2026-07-12T10:31:36.001961,SAT-001,14.34,-38.99,-48.34,278.01
2026-07-12T10:46:36.001961,SAT-001,14.05,-38.41,-40.2,425.82
2026-07-12T11:01:36.001961,SAT-001,15.5,-40.35,-57.28,208.97
2026-07-12T11:16:36.001961,SAT-001,16.89,-37.36,-48.8,415.29
2026-07-12T11:31:36.001961,SAT-001,16.84,-36.16,-44.68,481.09
2026-07-12T11:46:36.001961,SAT-001,16.3,-39.8,-46.31,374.0
2026-07-12T12:01:36.001961,SAT-001,16.75,-37.03,-50.79,319.06
2026-07-12T12:16:36.001961,SAT-001,18.2,-37.58,-43.82,451.84
2026-07-12T12:31:36.001961,SAT-001,16.25,-36.9,-41.31,452.79
2026-07-12T12:46:36.001961,SAT-001,17.65,-33.04,-49.03,230.74
2026-07-12T13:01:36.001961,SAT-001,17.44,-37.72,-52.54,440.87
2026-07-12T13:16:36.001961,SAT-001,17.86,-37.57,-41.92,213.16
2026-07-12T13:31:36.001961,SAT-001,19.29,-34.69,-47.03,152.48
2026-07-12T13:46:36.001961,SAT-001,20.11,-34.89,-41.92,195.04
2026-07-12T14:01:36.001961,SAT-001,20.6,-38.81,-40.0,450.29
2026-07-12T14:16:36.001961,SAT-001,21.29,-43.58,-52.6,340.0
2026-07-12T14:31:36.001961,SAT-001,20.02,-47.12,-58.97,318.23
2026-07-12T14:46:36.001961,SAT-001,19.86,-44.08,-50.57,289.6
2026-07-12T15:01:36.001961,SAT-001,18.22,-43.01,-45.11,364.57
2026-07-12T15:16:36.001961,SAT-001,17.04,-47.46,-58.17,428.59
2026-07-12T15:31:36.001961,SAT-001,15.2,-49.46,-57.58,151.9
2026-07-12T15:46:36.001961,SAT-001,15.45,-51.5,-53.59,472.18
2026-07-12T16:01:36.001961,SAT-001,14.53,-56.4,-40.0,240.53
2026-07-12T16:16:36.001961,SAT-001,15.55,-53.54,-44.75,202.63
2026-07-12T16:31:36.001961,SAT-001,14.53,-50.59,-44.6,155.51
2026-07-12T16:46:36.001961,SAT-001,13.34,-47.96,-54.5,280.19
2026-07-12T17:01:36.001961,SAT-001,11.82,-51.53,-40.88,267.13
2026-07-12T17:16:36.001961,SAT-001,11.88,-49.23,-50.66,306.32
2026-07-12T17:31:36.001961,SAT-001,12.34,-46.03,-47.76,275.99
2026-07-12T17:46:36.001961,SAT-001,12.42,-42.45,-48.57,341.94
2026-07-12T18:01:36.001961,SAT-001,11.79,-42.84,-43.89,302.96
2026-07-12T18:16:36.001961,SAT-001,12.92,-39.21,-40.0,416.18
2026-07-12T18:31:36.001961,SAT-001,14.36,-42.29,-50.6,349.04
2026-07-12T18:46:36.001961,SAT-001,13.76,-38.52,-40.97,199.48
2026-07-12T19:01:36.001961,SAT-001,13.17,-36.47,-44.69,364.0
2026-07-12T19:16:36.001961,SAT-001,13.4,-37.51,-56.57,161.47
2026-07-12T19:31:36.001961,SAT-001,13.86,-34.26,-49.44,419.4
2026-07-12T19:46:36.001961,SAT-001,14.87,-39.13,-46.01,158.63
2026-07-12T20:01:36.001961,SAT-001,14.13,-41.55,-58.07,147.77
2026-07-12T20:16:36.001961,SAT-001,14.82,-42.56,-47.96,299.69
2026-07-12T20:31:36.001961,SAT-001,16.07,-41.86,-56.3,288.24
2026-07-12T20:46:36.001961,SAT-001,15.58,-44.16,-51.71,132.52
2026-07-12T21:01:36.001961,SAT-001,15.15,-43.55,-51.26,267.32
2026-07-12T21:16:36.001961,SAT-001,13.48,-44.47,-40.0,448.35
2026-07-12T21:31:36.001961,SAT-001,12.08,-47.89,-41.34,184.83
2026-07-12T21:46:36.001961,SAT-001,11.44,-45.2,-60.9,486.1
2026-07-12T22:01:36.001961,SAT-001,11.58,-45.68,-49.42,249.38
2026-07-12T22:16:36.001961,SAT-001,12.16,-46.08,-48.1,384.41
2026-07-12T22:31:36.001961,SAT-001,10.52,-49.17,-52.6,423.75
2026-07-12T22:46:36.001961,SAT-001,11.91,-52.5,-53.6,389.77
2026-07-12T23:01:36.001961,SAT-001,10.21,-50.97,-52.18,439.19
2026-07-12T23:16:36.001961,SAT-001,10.6,-48.15,-47.36,181.97
2026-07-12T23:31:36.001961,SAT-001,10.47,-48.38,-56.26,185.98
2026-07-12T23:46:36.001961,SAT-001,10.15,-45.88,-47.48,206.32
2026-07-13T00:01:36.001961,SAT-001,9.13,-50.86,-46.4,264.32
2026-07-13T00:16:36.001961,SAT-001,10.34,-48.27,-49.25,347.34
2026-07-13T00:31:36.001961,SAT-001,9.11,-44.36,-46.94,119.3
2026-07-13T00:46:36.001961,SAT-001,7.31,-47.51,-47.83,457.19
2026-07-13T01:01:36.001961,SAT-001,7.94,-48.27,-42.75,161.49
2026-07-13T01:16:36.001961,SAT-001,8.13,-51.95,-40.0,178.45
2026-07-13T01:31:36.001961,SAT-001,7.58,-53.61,-41.73,185.24
2026-07-13T01:46:36.001961,SAT-001,8.64,-57.35,-44.89,118.03
2026-07-13T02:01:36.001961,SAT-001,8.23,-62.0,-50.43,382.32
2026-07-13T02:16:36.001961,SAT-001,6.7,-58.09,-55.33,131.29
2026-07-13T02:31:36.001961,SAT-001,6.19,-56.52,-41.59,176.56
2026-07-13T02:46:36.001961,SAT-001,7.16,-60.35,-43.97,287.6
2026-07-13T03:01:36.001961,SAT-001,5.74,-57.88,-51.86,254.32
2026-07-13T03:16:36.001961,SAT-001,7.07,-53.32,-50.17,441.55
2026-07-13T03:31:36.001961,SAT-001,6.96,-53.9,-42.99,447.28
2026-07-13T03:46:36.001961,SAT-001,8.05,-49.66,-45.74,309.27
2026-07-13T04:01:36.001961,SAT-001,6.64,-50.34,-44.71,207.87
2026-07-13T04:16:36.001961,SAT-001,7.47,-47.22,-50.29,432.35
2026-07-13T04:31:36.001961,SAT-001,6.84,-50.35,-54.67,201.06
2026-07-13T04:46:36.001961,SAT-001,5.47,-46.83,-56.22,310.85
2026-07-13T05:01:36.001961,SAT-001,6.63,-46.0,-44.66,124.22
2026-07-13T05:16:36.001961,SAT-001,6.21,-45.38,-54.44,335.27
2026-07-13T05:31:36.001961,SAT-001,5.55,-42.91,-48.95,448.22
2026-07-13T05:46:36.001961,SAT-001,5.63,-41.31,-47.33,437.64
2026-07-13T06:01:36.001961,SAT-001,4.2,-43.21,-49.19,434.53
2026-07-13T06:16:36.001961,SAT-001,3.04,-39.96,-52.45,212.88
2026-07-13T06:31:36.001961,SAT-001,3.02,-42.06,-55.11,487.85
2026-07-13T06:46:36.001961,SAT-001,2.42,-37.69,-47.02,421.39
2026-07-13T07:01:36.001961,SAT-001,2.81,-42.37,-40.62,322.99
2026-07-13T07:16:36.001961,SAT-001,3.51,-41.86,-47.07,491.65
2026-07-13T07:31:36.001961,SAT-001,1.62,-38.98,-49.85,153.39
2026-07-13T07:46:36.001961,SAT-001,1.16,-37.73,-40.0,310.1
